PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
266946236,21213901,5,2021-11-25T12:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,2205,1,1,-80.0096363483307,40.4549103553127
265379095,21202437,0,2021-11-06T00:21:00,"900 Block W Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1806,2,5,-80.0228567519789,40.426952035298
265392306,21202666,0,2021-11-06T13:04:00,"2500 Block Allender Ave Pittsburgh, PA 15220",N,Banksville,6,99,9999 9999 - (Misc. Incident): Dispatch wounded deer,2023,2,5,-80.0471474835948,40.4048900843059
-3477261257,21202683,27,2021-11-06T13:12:00,"Colerain St & Saw Mill Run Blvd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.9982137110554,40.396305136835
265395702,21202698,5,2021-11-06T14:00:00,"1300 Block Complete St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary.,2715,,,0,0
265402912,21202721,27,2021-11-06T12:00:00,"7500 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,1406,9,3,-79.896576789767,40.447294296653
265418956,21202899,10,2021-11-06T21:21:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9738397090324,40.4509833047534
266586314,21211772,6,2021-11-22T15:38:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,706,,,0,0
266595411,21211795,0,2021-11-22T16:11:00,"4600 Block Centre Ave Pittsburgh, PA 15213",Y,North Oakland,4,99,607.03 Discharging Firearm or Airgun,507,6,3,-79.9519916893081,40.4519096523395
266605995,21211958,99,2021-11-22T21:37:00,"1600 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1014,7,2,-79.9275481670921,40.4824339039133
266610435,21211789,0,2021-11-22T16:06:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),809,7,2,-79.9498576275047,40.4620780855382
266615175,21211998,0,2021-11-23T00:12:00,"1100 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,9093 Indirect Criminal Contempt,2715,,,-79.8839739449597,40.4445147741419
-3548001036,21212048,99,2021-11-23T03:39:00,"5900 Block Hampton St Pittsburgh, PA 15206",N,Highland Park,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1102,7,2,-79.9206476185883,40.473862179245
266632228,21211950,0,2021-11-22T21:16:00,"Brownsville Rd & Belplain St Pittsburgh, PA 15210",Y,Carrick,3,99,3744 Duty to Give Information and Render Aid,2904,4,3,-79.9787061816304,40.3856467080349
266659242,21212134,6,2021-11-23T09:20:00,"40 Block S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,-79.9048366941137,40.4063607622061
265804469,21205907,18,2021-11-12T00:29:00,"Pioneer Ave & Capital Ave Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements.,1917,4,5,-80.0158380656026,40.4027621935786
-3522011758,21205958,0,2021-11-12T03:09:00,"1000 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,99,8106 Shots Fired,2814,2,5,-80.0523889725174,40.4458030669122
265813437,21201363,18,2021-11-04T09:21:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving,201,6,6,-79.9960409452176,40.4350395659105
-3218111692,21206104,27,2021-11-12T11:15:00,"Overbrook Blvd & Saw Mill Run Blvd Pittsburgh, PA 15210",Y,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9949146271317,40.3850260526998
265499892,21203247,14,2021-11-07T11:00:00,"200 Block Spahr St Pittsburgh, PA 15232",N,Shadyside,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,705,,,0,0
265503703,21203634,11,2021-11-08T09:30:00,"4000 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,901,,,0,0
265506765,21203672,14,2021-11-08T11:32:00,"Manhattan St & Juniata St Pittsburgh, PA 15233",N,Manchester,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2107,6,1,-80.0272301633267,40.4568070148357
265540834,21203987,5,2021-11-08T20:10:00,"1200 Block Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.8868738733753,40.4594394730591
265543303,21203983,10,2021-11-08T20:07:00,"600 Block Lowell St Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault.,1204,9,2,-79.9091647798098,40.4635009370162
265573861,21204197,0,2021-11-09T08:14:00,Zone OSC,N,,OSC,99,9999 9999 - (Misc. Incident): Sexual Assault outside the city,,,,,
265604967,21204418,14,2021-11-09T16:00:00,"6900 Block Upland St Pittsburgh, PA 15208",N,Homewood West,5,CRIM MISCHIEF,3304 Criminal Mischief.,1207,9,2,-79.9005117144789,40.4634319980388
265617295,21204524,29,2021-11-09T19:04:00,"6400 Block Clifford St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1203,9,2,-79.9067429478539,40.4703287766244
266870839,21213290,99,2021-11-25T09:49:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.9960409452176,40.4350395659105
266874363,21213324,99,2021-11-25T01:00:00,"1100 Block Bradish St Pittsburgh, PA 15203",N,South Side Flats,3,LOST PROPERTY,9504 Lost Property,1702,3,3,-79.9874478639197,40.4271638930681
266911326,21213542,99,2021-11-26T00:50:00,"700 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood South,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1303,9,2,-79.8992389478017,40.4560674525382
266920847,21213601,10,2021-11-26T05:41:00,"3300 Block Iowa St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.95694304369,40.4514507528397
266929132,21213660,6,2021-11-26T10:08:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 9501 Bench Warrant,1115,9,2,-79.9221749446935,40.4651657848127
266935449,21213731,4,2021-11-26T12:44:00,"1200 Block Western Ave Pittsburgh, PA 15233",Y,Chateau,1,AGG-ASSAULT,2702 Aggravated Assault. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2705 Recklessly Endangering Another Person. / 5121 Escape.,2108,6,1,-80.0219684615574,40.4512177173984
266940355,21213859,6,2021-11-26T08:00:00,"200 Block Dilworth St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1914,2,5,-80.0132597923316,40.4256153393378
266943098,21213860,99,2021-11-26T18:50:00,"East Hills Dr & Park Hill Dr Pittsburgh, PA 15221",N,Larimer,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1208,9,2,-79.8736281625043,40.4525021026853
-3532003476,21204739,99,2021-11-10T06:30:00,"1900 Block Pauline Ave Pittsburgh, PA 15216",N,Beechview,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1920,,,0,0
265700902,21205020,6,2021-11-10T11:20:00,"800 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1201,,,-79.8975765737857,40.4878700630933
265702255,21205018,5,2021-11-10T15:45:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,BURGLARY,3502 Burglary.,1113,9,2,-79.9187492267927,40.4610531897644
265705931,21205105,0,2021-11-10T17:32:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9994 PFA Service,1201,9,2,-79.8981879623688,40.4713865299518
265706227,21205089,0,2021-11-10T17:11:00,"100 Block Bakery Square Blvd Pittsburgh, PA 15206",N,Larimer,5,99,9994 PFA Service,1208,9,2,-79.9153891003037,40.4561234022395
265709905,21205191,6,2021-11-10T18:30:00,"6900 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1201,9,2,-79.9044341376386,40.4740025127893
265713294,21205149,0,2021-11-10T18:20:00,"100 Block Pa Rt 28  S & 31st St Brg Pittsburgh, PA 15222",N,Troy Hill,1,99,9999 9999 - (Misc. Incident): accidental discharge ,2406,,,0,0
265441296,21203191,6,2021-11-07T12:00:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9979394801918,40.4429453058994
266800077,21212794,6,2021-11-24T11:00:00,"5700 Block Solway St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1403,8,3,-79.925573686027,40.4427206592361
266801578,21212789,11,2021-11-24T08:00:00,"1200 Block Stock St Pittsburgh, PA 15207",N,Lincoln Place,4,CREDIT CARDS,4106 Access Device Fraud,3102,5,3,-79.9159119371889,40.3663249752904
266813426,21212837,9,2021-11-24T13:53:00,"Lytle St & W Elizabeth St Pittsburgh, PA 15207",Y,Hazelwood,4,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance,1501,5,3,-79.9453328520148,40.4067537357998
265872629,21206710,14,2021-11-12T17:00:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1303,9,2,-79.8985004674126,40.4578978331942
265875717,21206762,6,2021-11-13T12:40:00,"300 Block Addison St Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,,,0,0
265880928,21206789,5,2021-11-13T13:00:00,"700 Block I 376 Expy Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1413,,,0,0
265881430,21206235,6,2021-11-12T15:13:00,"4600 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",507,6,3,-79.9519916893081,40.4519096523395
265898360,21207132,0,2021-11-14T02:48:00,"65 Rte N Pittsburgh, PA 15233",N,Central Business District,1,99,9999 9999 - (Misc. Incident): ,201,1,1,-79.999006157993,40.4567280700111
265516974,21203694,0,2021-11-08T12:00:00,"N.Huntington N.Huntington, PA 15642",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): ,5599,,,0,0
265625753,21204601,0,2021-11-09T22:09:00,"4800 Block Centre Ave Pittsburgh, PA 15213",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,,,0,0
265656596,21204824,0,2021-11-10T09:25:00,"1100 Block Paulson Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9994 PFA Service,1203,9,2,-79.9058227761067,40.4671214450802
265658659,21204842,0,2021-11-10T10:45:00,"200 Block Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,99,9993 PFA Service with Weapons Supplement,1915,2,5,-80.0102731357711,40.4218733133314
265702516,21205058,14,2021-11-09T12:00:00,"50 Block Garetta St Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1414,,,0,0
266944521,21213887,6,2021-11-26T20:01:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,3,-79.976432641371,40.4303408118696
265783215,21205658,6,2021-11-11T15:30:00,"700 Block Manton Way Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1803,3,5,-79.9957732208515,40.4212737313462
265786134,21205660,0,2021-11-11T17:00:00,"2100 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,2709(a)(2) Harassment by Following Person in Public Place(s),501,6,3,-79.9788764417094,40.4443711190007
265797224,21205833,10,2021-11-11T21:35:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",705,,,0,0
265797569,21205842,14,2021-11-11T22:20:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,CRIM MISCHIEF,3304 Criminal Mischief.,2204,,,0,0
265798243,21205855,0,2021-11-11T22:41:00,"Heldman St & Reed St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,8106 Shots Fired,305,6,3,-79.9813803684328,40.4409727064404
265814386,21205991,5,2021-11-12T05:44:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-80.0005722739975,40.4535002610431
265824619,21206078,99,2021-11-11T22:00:00,"20 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,FOUND PROPERTY,9489 Found Property,901,7,2,-79.9583254623044,40.4761086687361
265536886,21203973,99,2021-10-31T00:01:00,"200 Block 51st St Pittsburgh, PA 15201",N,Central Lawrenceville,2,LOST PROPERTY,9504 Lost Property,901,4,5,-79.9975709203564,40.3923886819851
265551374,21204107,10,2021-11-09T02:34:00,"1400 Block Oakdene St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault.,1202,9,2,-79.8908829668648,40.46324324179
266828455,21213022,99,2021-11-24T19:30:00,"200 Block Mckinley St Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,3,5,-79.9911514567107,40.4087545800782
266851969,21213164,9,2021-11-24T23:00:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,FORGERY,4101 Forgery.,509,6,3,-79.9746251357847,40.4498408057687
266852142,21213150,5,2021-11-25T00:52:00,"100 Block Ledgedale St Pittsburgh, PA 15205",Y,Westwood,6,BURGLARY,3502 Burglary. / 2701 Simple Assault. / 5503 Disorderly Conduct.,2811,,,0,0
266876480,21213311,5,2021-11-25T10:55:00,"1200 Block Windermere Dr Pittsburgh, PA 15218",N,Swisshelm Park,4,BURGLARY,3502 Burglary.,1411,5,3,-79.9030780238392,40.4230914700063
266883655,21213341,99,2021-11-25T12:45:00,"7500 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1304,9,2,-79.8922074155482,40.4552838255438
265968388,21207716,6,2021-11-15T10:45:00,"4200 Block Murray Ave Pittsburgh, PA 15217",Y,Greenfield,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1517,5,3,-79.9286739194019,40.423189692055
265980782,21207795,99,2021-11-15T13:35:00,"2800 Block Straka St Pittsburgh, PA 15204",Y,Sheraden,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 627.02(b)(i) Possessing a small amount of marijuana,2022,,,0,0
265982812,21207793,0,2021-11-15T13:00:00,"3200 Block Ward St Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): ,409,,,0,0
266005261,21185384,99,2021-11-15T18:19:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,201,6,6,-79.9974088316752,40.4415332222525
266016228,21208068,26,2021-11-15T23:37:00,"200 Block W Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1501,5,3,-79.9462793627076,40.4064398769577
266021789,21208159,6,2021-11-16T03:47:00,"200 Block Federal St S Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2205,1,6,-80.0039635417819,40.4484213102204
-3270901029,21207798,6,2021-11-15T07:00:00,"100 Block Provost Rd Pittsburgh, PA 15227",N,Overbrook,3,THEFT FROM AUTO,3934 Theft from Vehicle,3207,,,0,0
-3545096954,21208200,27,2021-11-16T06:20:00,"100 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.988454370514,40.4022582208205
266036162,21208258,6,2021-11-16T09:24:00,"300 Block 5th Blvd Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0002903704474,40.4405261905044
-3532003851,21205577,0,2021-11-11T14:02:00,"300 Block Oregon St Pittsburgh, PA 15204",N,Esplen,6,99,9999 9999 - (Misc. Incident): Welfare Check,2017,2,5,-80.0533786224873,40.4615948259028
265774710,21205618,6,2021-11-11T10:00:00,"200 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1208,,,0,0
265774751,21205587,99,2021-11-11T14:30:00,"1100 Block Paulson Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AIDED CASE,9497 Aided Case,1203,9,2,-79.9058227761067,40.4671214450802
265775908,21194244,4,2021-11-11T15:57:00,"3rd Ave & Wood St Pittsburgh, PA 15222",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,201,6,6,-80.0016403503325,40.4388861888839
265777546,21061447,10,2021-11-11T15:57:00,"3rd Ave & Wood St Pittsburgh, PA 15222",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1115,6,6,-80.0016403503325,40.4388861888839
265781895,21205671,6,2021-11-10T22:00:00,"100 Block Newett St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,3,-79.9892290117907,40.397010995714
265788088,21205699,27,2021-11-11T17:00:00,"2100 Block Penn Ave Pittsburgh, PA 15222",Y,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9827872705757,40.4516380910831
265832197,21206137,0,2021-11-12T12:07:00,"100 Block South Commons Pittsburgh, PA 15212",N,Allegheny Center,1,99,9998 Overdose Other,2204,1,1,-80.0051923989784,40.4510114242591
265843129,21206190,0,2021-11-12T14:05:00,"200 Block Renova St Pittsburgh, PA 15207",Y,Hazelwood,4,99,1501 Drivers Required to be Licensed. / 627.02(b)(i) Possessing a small amount of marijuana / 1784 Proof of Financial Responsibility Following Violation. / 1311 Registration Card to be Signed and Exhibited on Demand.,1515,5,3,-79.9382289070553,40.4009634017502
265843851,21205763,14,2021-11-11T19:29:00,"600 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,CRIM MISCHIEF,3304 Criminal Mischief. / 5503 Disorderly Conduct.,1504,5,3,-79.936477356006,40.4051559417526
265847823,21205821,14,2021-11-11T21:30:00,"700 Block Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2108,1,1,-80.0183109568803,40.4497148842455
-3415025544,21206348,27,2021-11-12T17:55:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1201,9,2,-79.8923529450752,40.4861185015656
265765571,21205445,0,2021-11-11T09:28:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9906009292209,40.4098987771292
265856741,21206402,18,2021-11-12T19:51:00,"2300 Block Cobden St Pittsburgh, PA 15203",Y,South Side Slopes,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1608,3,3,-79.973358567554,40.4202851688159
265862385,21206409,27,2021-11-12T19:48:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-80.0015589134548,40.4534470594398
265580850,21204270,0,2021-11-09T10:54:00,"1700 Block Seaton St Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,,,0,0
265616803,21204514,10,2021-11-09T18:40:00,"1200 Block Termon Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,SIMPLE ASSAULT,2701 Simple Assault.,2708,1,1,-80.0329548639456,40.4836602010724
